Nev,PartnerId,CimId,IsSzekhely,IsSzamlazasiCim,IsSzallitasiCim,Bankszamlaszam,KulsoId,IsIrasvedett,IsFizetesHitelSzamla,Id,FId,Dt,EFId,EDt,Verzio,D,Partner.Nev,Partner.RovidNev,Partner.Kod,Partner.KAdoalanyTipus,Partner.Adoszam,Partner.Cegjegyzekszam,Partner.FelirAzonosito,Partner.IsVevo,Partner.IsSzallito,Partner.IsKulfoldi,Partner.IsEUTag,Partner.AlapertelmezettFizetesiModId,Partner.IsTiltva,Partner.KulsoId,Partner.KulsoEDt,Partner.IsIrasvedett,Partner.ListPartnerCsoportId,Partner.KAdoalanyTipusNev,Partner.Id,Partner.FId,Partner.Dt,Partner.EFId,Partner.EDt,Partner.Verzio,Partner.D,Partner.Megjegyzes,Cim.TelepulesId,Cim.KozteruletNev,Cim.KozteruletJellegId,Cim.Hazszam,Cim.Epulet,Cim.Lepcsohaz,Cim.Szint,Cim.Ajto,Cim.Hrsz,Cim.D,Cim.Telepules.Iranyitoszam,Cim.Telepules.Nev,Cim.Telepules.OrszagId,Cim.Telepules.Id,Cim.Telepules.FId,Cim.Telepules.Dt,Cim.Telepules.EFId,Cim.Telepules.EDt,Cim.Telepules.Verzio,Cim.Telepules.D,Cim.KozteruletJelleg.Nev,Cim.KozteruletJelleg.MegjelenitesiSorrend,Cim.KozteruletJelleg.Id,Cim.KozteruletJelleg.FId,Cim.KozteruletJelleg.Dt,Cim.KozteruletJelleg.EFId,Cim.KozteruletJelleg.EDt,Cim.KozteruletJelleg.Verzio,Cim.KozteruletJelleg.D,Cim.FormazottCim,Cim.Id,Cim.FId,Cim.Dt,Cim.Verzio,KulsoEDt,Megjegyzes,KapcsolattartoNev,KapcsolattartoTelefonszam,KapcsolattartoEmail,KapcsolattartoFax,JovedekiEngedelyszam,MukodesiEngedelyszam,Partner.AlapertelmezettFizetesiHataridoId,Partner.EgyeniVallalkozoNyilvantartasiSzam
Csuta és Csuta Kft.,1021841,1237119,True,True,True,11600006-00000000-52725814,1005333,False,False,1237120,1019477,2022-09-15T18:12:43,1019477,2025-04-01T13:26:02.365914,36374228,0,Csuta és Csuta Kft.,Csuta és Csuta Kft.,1000030,0,23785980-2-04,04-09-011375,AA0447588,False,True,False,False,1005833.0,False,1033807,2021-08-31T06:20:26.803349,False,[],Cég,1021841,1019477,2022-09-15T11:58:51,1019477,2025-03-14T15:10:19.174785,35467638,0,S03029,1003286,Szabó Dezső,1005743,45,,,,,,0,5630,Békés,1001210,1003286,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004084,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"5630 Békés, Szabó Dezső utca 45",1237119,1019477,2022-09-15T18:12:43,33451802,,,,,,,,,,
Danone Kft.,1021842,1237121,True,False,False,,1006881,True,False,1237122,1019477,2022-09-15T18:12:43,1019477,2025-04-01T13:26:02.597125,36374229,0,Danone Kft.,Danone Kft.,1000031,0,10594135-2-44,01-09-076725,AA0073954,False,True,False,False,1005833.0,False,1033815,2021-11-08T13:52:50.011431,False,[],Cég,1021842,1019477,2022-09-15T11:58:51,1019477,2025-03-14T15:10:19.431664,35467643,0,S00995,1001533,Váci,1005741,35,,,,,,0,1134,Budapest,1001210,1001533,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002331,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1134 Budapest, Váci út 35",1237121,1019477,2022-09-15T18:12:43,33451803,2025-03-17T21:17:16.599104,,,,,,,,,
Dr. Oetker Magyarország Élelmiszer Kft.,1021843,1237123,True,False,False,,1006476,True,False,1237124,1019477,2022-09-15T18:12:43,1019477,2025-04-01T13:26:02.848767,36374230,0,Dr. Oetker Magyarország Élelmiszer Kft.,Dr. Oetker Magyarország Élelmiszer Kft.,1000032,0,11121316-2-44,01-09-360505,AA0074225,False,True,False,False,1005833.0,False,1033845,2021-08-31T06:20:26.803349,False,[],Cég,1021843,1019477,2022-09-15T11:58:51,1019477,2025-03-14T15:10:19.850501,35470249,0,S00160,1001441,Mészáros,1005743,58,B,,,,,0,1016,Budapest,1001210,1001441,0,2022-09-13T14:59:30,0,2022-09-13T14:59:30,1002239,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1016 Budapest, Mészáros utca 58 B",1237123,1019477,2022-09-15T18:12:43,33451804,2025-03-17T21:17:16.599104,,,,,,,,,
Dreher Sörgyárak Zrt.,1021844,1237125,True,True,True,10800007-70000000-10742005,1006738,False,False,1237126,1019477,2022-09-15T18:12:43,1019477,2025-04-01T13:26:03.098997,36374231,0,Dreher Sörgyárak Zrt.,Dreher Sörgyárak Zrt.,1000033,0,10795233-2-44,01-10-042040,AA2645995,False,True,False,False,1005833.0,False,1033847,2023-01-25T08:43:50.843055,False,[],Cég,1021844,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:20.358925,35472619,0,S01894,1001512,Antal,1005741,3,,,,,,0,1106,Budapest,1001210,1001512,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002310,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1106 Budapest, Antal út 3",1237125,1019477,2022-09-15T18:12:43,33451805,,,,,,,,,,
Drink Union Kereskedelmi Kft.,1021845,1237127,True,True,True,10918001-00000122-01020006,1006678,False,False,1237128,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:03.309513,36374232,0,Drink Union Kereskedelmi Kft.,Drink Union Kereskedelmi Kft.,1000034,0,11929190-2-42,01-09-683775,AA2770411,False,True,False,False,1005833.0,False,1033851,2021-08-31T06:20:26.803349,False,[],Cég,1021845,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:20.683695,35472887,0,S01224,1001497,Vas,1005743,12,,,4,1/A,,0,1088,Budapest,1001210,1001497,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002295,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1088 Budapest, Vas utca 12 4 1/A",1237127,1019477,2022-09-15T18:12:44,33451806,,,,,,,,,,
Drinker Kft.,1021846,1237129,True,True,True,12042809-00324202-00100004,1007259,False,False,1237130,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:03.593246,36374233,0,Drinker Kft.,Drinker Kft.,1000035,0,10512265-2-15,15-09-060811,AA2747099,False,True,False,False,1005833.0,False,1033853,2022-12-23T08:22:57.60184,False,[],Cég,1021846,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:20.945275,35472891,0,S00164,1003010,Temesvári,1005743,4,,,,,,0,4600,Kisvárda,1001210,1003010,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1003808,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"4600 Kisvárda, Temesvári utca 4",1237129,1019477,2022-09-15T18:12:44,33451807,,,,,,,,,,
Eisberg Hungary Kft.,1021847,1237131,True,True,True,14220108-51879006,1006288,False,False,1237132,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:03.830165,36374234,0,Eisberg Hungary Kft.,Eisberg Hungary Kft.,1000036,0,10739903-2-13,13-09-131481,AA0066473,False,True,False,False,1005833.0,False,1033875,2021-08-31T06:20:26.803349,False,[],Cég,1021847,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:21.254045,35472895,0,SA0085,1001783,Kisfaludy,1005743,63,,,,,,0,2360,Gyál,1001210,1001783,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002581,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2360 Gyál, Kisfaludy utca 63",1237131,1019477,2022-09-15T18:12:44,33451808,,,,,,,,,,
Első Magyar Pékpont- Rendszer Kft.,1021848,1237133,True,True,True,18400010-03494617-80100012,1006050,False,False,1237134,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:04.085825,36374235,0,Első Magyar Pékpont- Rendszer Kft.,Első Magyar Pékpont- Rendszer Kft.,1000037,0,12266654-2-13,13-09-101259,AA2671703,False,True,False,False,1005833.0,False,1033877,2021-08-31T06:20:26.803349,False,[],Cég,1021848,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:21.585707,35473067,0,S02295,1001757,Csepeli,1005741,28,,,,,,0,2310,Szigetszentmiklós,1001210,1001757,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002555,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"2310 Szigetszentmiklós, Csepeli út 28",1237133,1019477,2022-09-15T18:12:44,33451809,,,,,,,,,,
ERU Food Trading ,1021849,1237135,True,True,True,10201099-40297020,1006833,False,False,1237136,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:04.389678,36374236,0,ERU Food Trading,ERU Food Trading,1000038,0,12029224-2-43,01-09-368884,AA0024040,False,True,False,False,1005833.0,False,1033883,2022-12-23T08:27:18.49503,False,[],Cég,1021849,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:21.842439,35473128,0,S01001,1001523,Hadak,1005745,7-9,,,,,,0,1119,Budapest,1001210,1001523,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002321,0,útja,999,1005745,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006543,0,"1119 Budapest, Hadak útja 7-9",1237135,1019477,2022-09-15T18:12:44,33451810,,,,,,,,,,
F&R Partner Kft.,1021850,1237137,True,True,True,50440016-10020920,1005405,False,False,1237138,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:04.662002,36374237,0,F&R Partner Kft.,F&R Partner Kft.,1000039,0,22948122-2-13,13-09-140583,AA0347059,False,True,False,False,1005833.0,False,1033903,2021-08-31T06:20:26.803349,False,[],Cég,1021850,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:22.107803,35473241,0,S02982,1001626,Raktár,1005743,1,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2040 Budaörs, Raktár utca 1",1237137,1019477,2022-09-15T18:12:44,33451811,,,,,,,,,,
Fackelmann Hungária Kft.,1021851,1237139,True,True,True,10918001-00000412-29450023,1007046,False,False,1237140,1019477,2022-09-15T18:12:44,1019477,2025-04-01T13:26:04.891043,36374238,0,Fackelmann Hungária Kft.,Fackelmann Hungária Kft.,1000040,0,12105580-2-43,01-09-678509,,False,True,False,False,1005833.0,False,1033905,2021-08-31T06:20:26.803349,False,[],Cég,1021851,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:22.344196,35473255,0,SA0100,1001583,Szállító,1005743,6,,,,,,0,1211,Budapest,1001210,1001583,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002381,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1211 Budapest, Szállító utca 6",1237139,1019477,2022-09-15T18:12:44,33451812,,,,,,,,,,
Farm Frites Hungary Kft.,1021852,1237141,True,True,True,10400023-00022546-00000007,1005377,False,False,1237142,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:05.149137,36374239,0,Farm Frites Hungary Kft.,Farm Frites Hungary Kft.,1000041,0,12482690-2-13,13-09-086478,AA0169455,False,True,False,False,1005833.0,False,1033907,2022-12-23T08:29:06.643493,False,[],Cég,1021852,1019477,2022-09-15T11:58:52,1019477,2025-03-14T15:10:22.585875,35473270,0,S01004,1001626,Szabadság,1005741,117,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"2040 Budaörs, Szabadság út 117",1237141,1019477,2022-09-15T18:12:45,33451813,,,,,,,,,,
Farm Tojás Kft.,1021853,1237143,True,True,True,10700031-04737706-51100005,1007225,False,False,1237144,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:05.430637,36374240,0,Farm Tojás Kft.,Farm Tojás Kft.,1000042,0,11612746-2-08,08-09-007456,AA0119416,False,True,False,False,1005833.0,False,1033909,2021-08-31T06:20:26.803349,False,[],Cég,1021853,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:22.817115,35473276,0,SA0101,1005054,Tárogató,1005743,9,,,,,,0,9028,Győr,1001210,1005054,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005852,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"9028 Győr, Tárogató utca 9",1237143,1019477,2022-09-15T18:12:45,33451814,,,,,,,,,,
Fatmelter Kft,1021854,1237145,True,True,True,56900051-10542169,1006682,False,False,1237146,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:05.666395,36374241,0,Fatmelter Kft,Fatmelter Kft,1000043,0,25016882-2-42,01-09-194946,AA2763918,False,True,False,False,1005833.0,False,1033911,2021-08-31T06:20:26.803349,False,[],Cég,1021854,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:23.074437,35473289,0,S03320,1001498,Visi Imre,1005743,12,,,,,,0,1089,Budapest,1001210,1001498,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002296,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1089 Budapest, Visi Imre utca 12",1237145,1019477,2022-09-15T18:12:45,33451815,,,,,,,,,,
Fazekas Tartósító és Kereskedelmi Kft.,1021855,1237147,True,True,True,10300002-20612627-00003285,1006215,False,False,1237148,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:05.887794,36374242,0,Fazekas Tartósító és Kereskedelmi Kft.,Fazekas Tartósító és Kereskedelmi Kft.,1000044,0,12560721-2-13,13-09-086576,AA0076913,False,True,False,False,1005833.0,False,1033913,2021-08-31T06:20:26.803349,False,[],Cég,1021855,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:23.295969,35473305,0,SA0102,1001737,Malom,1005743,17,A,,,,,0,2220,Vecsés,1001210,1001737,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002535,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2220 Vecsés, Malom utca 17 A",1237147,1019477,2022-09-15T18:12:45,33451816,,,,,,,,,,
Fevita Hungary,1021856,1237149,True,False,False,,1006026,True,False,1237150,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:06.169401,36374243,0,Fevita Hungary,Fevita Hungary,1000045,0,10564303-2-07,07-10-001013,AA0016625,False,True,False,False,1005833.0,False,1033923,2021-08-31T06:20:26.803349,False,[],Cég,1021856,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:23.528744,35473316,0,S01088,1004266,Raktár,1005743,1,,,,,,0,8000,Székesfehérvár,1001210,1004266,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1005064,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8000 Székesfehérvár, Raktár utca 1",1237149,1019477,2022-09-15T18:12:45,33451817,2025-03-17T21:17:16.599104,,,,,,,,,
Flaga Hungária Kft.,1021857,1237151,True,False,False,,1005401,True,False,1237152,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:06.414885,36374244,0,Flaga Hungária Kft.,Flaga Hungária Kft.,1000046,0,10446489-2-44,13-09-100877,,False,True,False,False,1005833.0,False,1033931,2021-11-08T13:53:52.69248,False,[],Cég,1021857,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:23.95343,35474493,0,S01816,1001626,Puskás Tivadar,1005743,14,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2040 Budaörs, Puskás Tivadar utca 14",1237151,1019477,2022-09-15T18:12:45,33451818,2025-03-17T21:17:16.599104,,,,,,,,,
Foltin Globe Kft.,1021858,1237153,True,True,True,11600006-00000000-57183905,1006357,False,False,1237154,1019477,2022-09-15T18:12:45,1019477,2025-04-01T13:26:06.678907,36374245,0,Foltin Globe Kft.,Foltin Globe Kft.,1000047,0,12257395-2-13,13-09-148716,AA0149532,False,True,False,False,1005833.0,False,1033937,2021-08-31T06:20:26.803349,False,[],Cég,1021858,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:24.192632,35474503,0,S00564,1001696,Naplás,1005741,20,,,,,,0,2142,Nagytarcsa,1001210,1001696,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002494,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"2142 Nagytarcsa, Naplás út 20",1237153,1019477,2022-09-15T18:12:45,33451819,,,,,,,,,,
FrieslandCampina Hungária ZRt.,1021860,1237155,True,True,True,10700141-27575006-52000001,1006880,False,False,1237156,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:06.935903,36374246,0,FrieslandCampina Hungária ZRt.,FrieslandCampina Hungária ZRt.,1000049,0,12876992-2-44,01-10-047784,AA2675291,False,True,False,False,1005833.0,False,1033961,2021-08-31T06:20:26.803349,False,[],Cég,1021860,1019477,2022-09-15T11:58:53,1019477,2025-03-14T15:10:24.742838,35475917,0,S00399,1001533,Váci,1005741,33,,,,,,0,1134,Budapest,1001210,1001533,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002331,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1134 Budapest, Váci út 33",1237155,1019477,2022-09-15T18:12:46,33451820,,,,,,,,,,
G és K Food Kft.,1021862,1237157,True,False,False,,1007420,True,False,1237158,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:07.17394,36374247,0,G és K Food Kft.,G és K Food Kft.,1000051,0,12567412-2-06,06-09-007162,AA2685067,False,True,False,False,1005833.0,False,1033981,2021-11-08T13:54:40.068758,False,[],Cég,1021862,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:25.299401,35477875,0,S00886,1003562,Rákóczi,1005743,5,A,,,,,0,6762,Sándorfalva,1001210,1003562,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004360,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"6762 Sándorfalva, Rákóczi utca 5 A",1237157,1019477,2022-09-15T18:12:46,33451821,2025-03-17T21:17:16.599104,,,,,,,,,
G.I.F.T. Kft.,1021863,1237159,True,True,True,12001008-01087125-00100001,1006771,False,False,1237160,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:07.490721,36374248,0,G.I.F.T. Kft.,G.I.F.T. Kft.,1000052,0,12520189-2-43,01-09-690510,AA2685247,False,True,False,False,1005833.0,False,1033983,2021-08-31T06:20:26.803349,False,[],Cég,1021863,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:25.595511,35479746,0,S00769,1001516,Sasadi,1005741,134,,,,,,0,1112,Budapest,1001210,1001516,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002314,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1112 Budapest, Sasadi út 134",1237159,1019477,2022-09-15T18:12:46,33451822,,,,,,,,,,
Gála Kereskedelmi Zrt.,1021864,1237161,True,True,True,10200139-27009930,1007276,False,False,1237162,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:07.717011,36374249,0,Gála Kereskedelmi Zrt.,Gála Kereskedelmi Zrt.,1000053,0,10735301-2-05,05-10-000071,AA0208033,False,True,False,False,1005833.0,False,1033987,2021-08-31T06:20:26.803349,False,[],Cég,1021864,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:25.835855,35479788,0,S00439,1002360,Szentpéteri,1005651,80,,,,,,0,3526,Miskolc,1001210,1002360,0,2022-09-13T14:59:32,0,2022-09-13T14:59:32,1003158,0,kapu,999,1005651,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006449,0,"3526 Miskolc, Szentpéteri kapu 80",1237161,1019477,2022-09-15T18:12:46,33451823,,,,,,,,,,
Gallicoop Zrt.,1021865,1237163,True,True,True,10300002-45417003-00003285,1000215,False,False,1237164,1019477,2022-09-15T18:12:46,1019477,2024-06-12T07:00:20.81688,35479816,0,Gallicoop Zrt.,Gallicoop Zrt.,1000054,0,10259669-2-04,04-10-000696,AA2724780,False,True,False,False,1005833.0,False,1033989,2022-12-23T08:28:42.004412,False,[],Cég,1021865,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:26.058125,35479815,0,S01015,1003267,531/1,1005648,,,,,,531/1,0,5540,Szarvas,1001210,1003267,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004065,0,hrsz.,999,1005648,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006446,0,"5540 Szarvas, 531/1 hrsz. ",1237163,1019477,2022-09-15T18:12:46,33451824,,,,,,,,,,
GLC-mentes Kft.,1021866,1237165,True,True,True,12062003-01585913-00100003,1006172,False,False,1237166,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:07.968323,36374250,0,GLC-mentes Kft.,GLC-mentes Kft.,1000055,0,23885444-2-13,13-09-182005,AA2783853,False,True,False,False,1005833.0,False,1034015,2021-11-08T13:58:11.756383,False,[],Cég,1021866,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:26.295202,35479955,0,S05321,1001977,Petőfi Sándor,1005743,48,,,,,,0,2724,Újlengyel,1001210,1001977,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002775,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2724 Újlengyel, Petőfi Sándor utca 48",1237165,1019477,2022-09-15T18:12:46,33451825,,,,,,,,,,
Győri Likőr Zrt.,1021867,1237167,True,True,True,11737007-20595010,1007222,False,False,1237168,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:08.247753,36374251,0,Győri Likőr Zrt.,Győri Likőr Zrt.,1000056,0,11130802-2-08,08-10-001609,AA0059846,False,True,False,False,1005833.0,False,1034039,2021-08-31T06:20:26.803349,False,[],Cég,1021867,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:26.589542,35480190,0,S00261,1005053,Budai,1005743,7,,,,,,0,9027,Győr,1001210,1005053,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005851,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"9027 Győr, Budai utca 7",1237167,1019477,2022-09-15T18:12:46,33451826,,,,,,,,,,
Gyulahús Kft.,1021868,1237169,True,True,True,11733027-20051730,1005611,False,False,1237170,1019477,2022-09-15T18:12:46,1019477,2025-04-01T13:26:08.557906,36374252,0,Gyulahús Kft.,Gyulahús Kft.,1000057,0,24229342-2-04,04-09-012216,AA2683593,False,True,False,False,1005833.0,False,1034043,2021-08-31T06:20:26.803349,False,[],Cég,1021868,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:26.803808,35480196,0,S02392,1003304,Munkácsy Mihály,1005743,7-11,,,,,,0,5700,Gyula,1001210,1003304,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004102,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"5700 Gyula, Munkácsy Mihály utca 7-11",1237169,1019477,2022-09-15T18:12:46,33451827,,,,,,,,,,
Szögedi Csirke Kft.,1021869,1237171,True,True,True,12065006-01454859-00100007,1007454,False,False,1237172,1019477,2022-09-15T18:12:47,1019477,2025-04-01T13:26:08.851759,36374253,0,Szögedi Csirke Kft.,Szögedi Csirke Kft.,1000058,0,11371456-4-06,06-09-021745,AA0072627,False,True,False,False,1005833.0,False,1034045,2022-01-09T19:03:35.867104,False,[],Cég,1021869,1019477,2022-09-15T11:58:54,1019477,2025-03-14T15:10:27.042886,35480219,0,S06624,1003526,Központi,1005681,,,,,,02090/32,0,6710,Szeged,1001210,1003526,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004324,0,major,999,1005681,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006479,0,"6710 Szeged, Központi major ",1237171,1019477,2022-09-15T18:12:47,33451828,,,,,,,,,,
Haribo Hungária Kft.,1021870,1237173,True,True,True,10918001-00000445-15000018,1005872,False,False,1237174,1019477,2022-09-15T18:12:47,1019477,2025-04-01T13:26:09.097088,36374254,0,Haribo Hungária Kft.,Haribo Hungária Kft.,1000059,0,10540703-2-19,19-09-500104,AA0169466,False,True,False,False,1005833.0,False,1034057,2022-12-23T08:29:45.184733,False,[],Cég,1021870,1019477,2022-09-15T11:58:55,1019477,2025-03-14T15:10:27.292121,35480225,0,S00227,1004402,Szeder,1005743,5,,,,,,0,8248,Nemesvámos,1001210,1004402,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1005200,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8248 Nemesvámos, Szeder utca 5",1237173,1019477,2022-09-15T18:12:47,33451829,,,,,,,,,,
Heineken Hungária Zrt.,1021871,1237175,True,True,True,13100007-02505090-00353486,1005990,False,False,1237176,1019477,2022-09-15T18:12:47,1019477,2025-04-01T13:26:09.379416,36374255,0,Heineken Hungária Zrt.,Heineken Hungária Zrt.,1000060,0,11120281-2-08,08-10-001541,AA2654513,False,True,False,False,1005833.0,False,1034067,2022-03-09T13:04:19.195998,False,[],Cég,1021871,1019477,2022-09-15T11:58:55,1019477,2025-03-14T15:10:27.556949,35480274,0,S00054,1005208,Vándor Sándor,1005741,1,,,,,,0,9400,Sopron,1001210,1005208,0,2022-09-13T14:59:37,0,2022-09-13T14:59:37,1006006,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"9400 Sopron, Vándor Sándor út 1",1237175,1019477,2022-09-15T18:12:47,33451830,,,,,,,,,,
Heinemann Testvérek Kft.,1021872,1237177,True,True,True,10800007-80000000-11511007,1006287,False,False,1237178,1019477,2022-09-15T18:12:47,1019477,2025-04-01T13:26:09.633336,36374256,0,Heinemann Testvérek Kft.,Heinemann Testvérek Kft.,1000061,0,10788976-2-13,13-09-125883,AA0130486,False,True,False,False,1005833.0,False,1034069,2024-05-06T06:49:01.548291,False,[],Cég,1021872,1019477,2022-09-15T11:58:55,1019477,2025-03-14T15:10:27.806451,35480362,0,S06336,1001783,Gorcsev Iván,1005743,1,,,,,,0,2360,Gyál,1001210,1001783,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002581,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2360 Gyál, Gorcsev Iván utca 1",1237177,1019477,2022-09-15T18:12:47,33451831,,,,,,,,,,
